noid;limite_norte;limite_sur;limite_este;limite_oeste;tipo;barrios_contenidos_en_el_codigo_postal;veredas_contenidas_en_el_codigo_postal;codigo_municipio;codigo_departamento
1237;QUEBRADA ANAMBIO;MUNICIPIO SAN AGUSTÍN;MUNICIPIO ISNOS;MPIO. SOTARÁ Y POPAYÁN;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;19585;19
1774;MUNICIPIO YACOPÍ;Q/DA. GUATACHI Y MPIO. GUADUAS;VIA CORDO.-GUADUE. Y M. YACOPÍ;M. PTO. SALGAR Y GUADUAS;Rural;Sin Informacion de Barrios;ALTERON NORTE- ALTO DEL RAMAL-  BARRO BLANCO-  BOCA DE MONTE LAJAS-  BUENAVISTA-  CARRAPAL-  CEDRALES-  CULATAS-  EL CAPOTE-  EL CAUCHE-  EL PEDREGAL-  EL TOSTADO-  EL VALIENTE-  GALINDOS-  JUNTAS-  LA BALSA-  LA CALACA-  LA LAJA-  LA OSCUNA-  LA PAULINA-;25148;25
1750;MUNICIPIO GUADUAS;MPIO. SAN JUAN DE RÍO SECO;MPIO. VILLETA Y BITUIMA;M. CHAGUANÍ Y SAN JUAN DE RÍO S.;Rural;Sin Informacion de Barrios;CENTRO;25867;25
3589;RÍO GUAINÍA Y PAÍS VENEZUELA;PAÍS BRASIL;CAÑO COPEI- TOMO Y DINDE;CAÑO NAQUÉN Y RÍO GUAINÍA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;94884;94
1873;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;27250;27
1667;LIMITE URBANO;KR 1;CL 2A S;LIMITE URBANO;Urbano;Sin Informacion de Barrios;EL CARMEN;25649;25
2901;KR 2;KR 30 S;LIMITE URBANO;LIMITE URBANO;Urbano;Acacias- Almendros 1- Almendros 2- Altamira- Altos de Gallineral- Carlos Martínez- Centro- Ciudadela del Fonce- Colombia- El Bosque- El Cementerio- El Poblado- El Porvenir- El Verjel- Fátima- José Antonio Galán- La Gruta- La Industrial- La Playa- La Sagra;Egidos y Pericos- Montecitos Bajo;68679;68
1796;VIA NARANJAL-LA PALMA-MINIPI QUI.;MUNICIPIO LA PEÑA;MPIO. EL PEÑÓN Y TOPAIPÍ;VIA UTICA-MINIPI QUIJANO;Rural;Sin Informacion de Barrios;AGUADA- Alpujarra-  Alto de Izacar-  ALTO DE MICOS-  Alto Grande-  BAMACA-  BUENOS AIRES-  Cámbulos-  COYABO-  El Egido-  El Potrero-  El Rincón-  GUAMAL-  Hatico-  Hinche Alto-  Hinche Bajo-  Hortigal-  Hoya de Tudela-  HOYA DEL TABLON-  HOYA DEL TABLON-;25394;25
2882;VÍA SOCORRO-RÍO SUÁREZ Y M. PALMAR;MPIO. PALMAS DEL SOCORRO;VÍA CONFINES-SOCORRO;MUNICIPIO SIMACOTA;Rural;Sin Informacion de Barrios;Árbol Sólo- El Líbano-  El Morro-  La Honda;68755;68
231;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;5467;5
815;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;KR 4A;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;15518;15
2927;DG 11A;CL 1;TV 2;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;68101;68
2825;RÍO SUSA Y (PERMANENTE);M. TUTAZÁ Y SUSACÓN;RÍO ONZAGA;MUNICIPIO COROMORO;Rural;Sin Informacion de Barrios;Tequita;68502;68
3392;MUNICIPIO PALMIRA;RÍO BOLO AZUL Y (PERMANENTE);MUNICIPIO PALMIRA;M. CANDELARIA Y RÍO (PERMANENTE);Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;76563;76
3491;VÍA SAN LUIS DE GACENO-MONTERREY;MPIO. BARRANCA DE UPIA Y VILLANUEVA;MUNICIPIO MONTERREY;MPIO. SAN LUIS DE GA. Y PARATEBUENO;Rural;Sin Informacion de Barrios;Aeropuerto la Bastilla- Botijera Alta-  Botijera Baja-  C.P San Carlos-  Carutal-  Centro Poblado Agua Clara-  COSTAS DEL GUAVIO-  El Carmen-  El Encanto-  El Encanto - Guaicaramo-  El Orquetón-  La Selva-  Laderas-  Monserrate-  Nueva Zelandia-  Quinchal;85300;85
1348;CL 5 N;CL 12;KR 19;KR 1A;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;20621;20
841;MUNICIPIO CAMPOHERMOSO;MUNICIPIO PARATEBUENO;MUNICIPIO SABANALARGA;MUNICIPIO SANTA MARÍA;Rural;Sin Informacion de Barrios;Agua Buena- Arrayanes-  BOTELLAS-  Ca O Blanco-  Ca O Grande-  Ca O Tigre-  Caracol-  Catatumbo-  Centro-  Centro Guamal-  Centro Horizontes-  Cumaral-  El Cairo-  El Carmen-  Gazajarro-  Guichirales-  La Dorada-  La Dorada del Guavio-  La Mesa-  Macanali;15667;15
3541;SAN LUIS;MAR CARIBE;MAR CARIBE;MAR CARIBE;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;88001;88
432;KR 17;KR 2;CL 1 A;CL 20;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;8634;8
982;M. PUERTO BOYACA;MUNICIPIO QUIPAMA;VÍA OTANCHE - PTO BOYACÁ;MUNICIPIO - YACOPI;Rural;Sin Informacion de Barrios;CAIPAL- Cobre Neiva-  El Encanto-  La Cunchala-  La Cunchalita-  La Laguna-  Samal-  San Antonio-  San Vicente-  VARA DE CAUCHO-  VENTANAS;15507;15
308;Q. LOS MONOS- VÍA PUEBLORRICO;M. HISPANIA Y BETANIA;M. PUEBLORRICO;M. EL CARMEN DE ATRATO;Rural;Sin Informacion de Barrios;Billares- El Empuje-  Girardot-  La Gloria-  Manga Larga-  Sucia Indígena;5101;5
2575;MPIO. MUTISCUA Y CÁCOTA;RÍO (PERMANENTE);MUNICIPIO CHITAGÁ;MPIO. VETAS Y TONA;Rural;Sin Informacion de Barrios;Aguedina- Bata-  Caraba-  Centro-  Cherqueta-  Chinavega-  Cuestaboba-  Doñangela-  Leuta-  Loata-  Montegrande-  Ranchadero-  Salochiquito-  Tarabata;54743;54
2303;RIO PERMANENTE;RIO PERMANENTE;LIMITE URBANO;MUNICIPIO TANGUA;Rural;Sin Informacion de Barrios;Marqueza Alto;52001;52
3163;LIMITE URBANO;LIMITE URBANO;CL 3B;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;73624;73
1370;VÍA EL BURRO-PUERTO BOCA;MUNICIPIO PELAYA;MPIO. PELAYA Y PAILITAS;MPIO. REGIDOR Y EL PEÑÓN;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;20787;20
321;DG 4A;CL 1;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;5125;5
3241;M. G. DE BUGA Y CHAPARRAL;Q/DA. EL BOSQUE Y RÍO CAMBRÍN;RÍO ANAMICHÉ Y (PERMANENTE);MPIO. PALMIRA Y EL CERRITO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;73616;73
2505;MUNICIPIO MAGÜI;MUNICIPIO LOS ANDES;MUNICIPIO CUMBITARA;RÍO SAMBIAMBI Y RÍO (PERMANENTE);Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;52079;52
3336;LIMITE URBANO;LIMITE URBANO;CL  14;LIMITE URBANO;Urbano;Antonio Nariño- Botero OByrne- Buenos Aires- Campo Alegre- Cond Altamar Club- Cond Balcones de Santa Lucía- Cond El Carmen- Cond Flamingo Club- Cond La Isabela- Cond Las Américas- Cond Marbella- Cond Quintas de Esteban- Cond Santa Ana de Los Caballeros-;Sin Informacion de Veredas;76147;76
2210;M. FÓMEQUE Y SAN JUANITO;MUNICIPIO VILLAVICENCIO;MUNICIPIO RESTREPO;MPIO. QUETAME Y GUAYABETAL;Rural;Sin Informacion de Barrios;Corrales- CUEQUETICA-  CUQUETA-  El Carmen-  El Cedro-  La Palma-  LAS MERCEDES-  Lourdes-  P. N. N.-  San Agustin-  San Antonio Bajo-  San Francisco-  San Isidro de Parrado-  San Luis de Laderas-  San Miguel-  San Pedro-  San Rafael-  Santa Maria-  TIBRO;50245;50
1577;MUNICIPIO RAQUIRA;MUNICIPIO UBATE;VIA LA BALSA-GUACHETA-RAQUIRA;MUNICIPIO FÚQUENE;Rural;Sin Informacion de Barrios;GACHA- LA PUNTICA-  NEMOGA-  NENGUA-  TAGUA-  TARABITA-  TICHA;25317;25
3586;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;94886;94
2008;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Avenida Pastrana- Centro- José Acevedo y Gómez- La Inmaculada- La Paz- San Francisco;ACEVEDO- MIRADOR;41006;41
79;MUNICIPIO YARUMAL;MUNICIPIO CAROLINA;VÍA YARUMAL - CAROLINA;M. SANTA ROSA DE OSOS;Rural;Sin Informacion de Barrios;Dolores- El Guasimo-  El Respaldo-  La Culebra-  La Estrella-  La Quinta-  La Síria-  La Teresita-  Maldonado-  Morelia-  Santa Ana;5038;5
1691;RÍO PAGÜEY;MUNICIPIO MELGAR;MUNICIPIO TIBACUY;MUNICIPIO RICAURTE;Rural;Sin Informacion de Barrios;AGUADICITO- Cabecera Municipal-  Chimbí-  EL MANGO-  El Salero-  LA ESMERALDA-  La Reforma-  LOS CUROS-  Malachí-  PIEDRANCHA-  SAN BARTOLO-  San José-  Tokio-  TOLEMAIDA;25488;25
2335;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;52399;52
2424;M. BARBA.-  RÍOVEGAS Y SAN MAR.;RÍO NULPE Y (PERMANENTE);MUNICIPIO MALLAMA;M. BARBACO. Y RÍO NULPE;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;52612;52
2917;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;KR 11;Urbano;Sin Informacion de Barrios;Barbosa- Centro-  Francisco de Paula;68077;68
2010;VÍA ACEVEDO-SUAZA Y MPIO. SUAZA;M. BELEN DE LOS ANDA. Y RÍO (PERMA.);MUNICIPIO SUAZA;VÍA ACEVEDO-SAN MARCOS;Rural;Sin Informacion de Barrios;BUENOS AIRES- CARMELO-  CORINTO-  EL CEDRAL-  LA ESTRELLA-  LLANITOS-  MARTINICAS-  NUEVO HORIZONTE-  PRIMAVERA-  SANTO DOMINGO-  TIJIÑA-  VILLANUEVA;41006;41
126;RÍO CAUCA;MUNICIPIO ANORI;M. CAUCASIA Y SARAGOZA;MUNICIPIO TARAZÁ;Rural;Sin Informacion de Barrios;Alto Caceri- Alto el Tigre-  Alto Tamaná-  Anara-  Arenales-  Asturias-  Barro Blanco-  Cabecera Municipal-  Calvario-  Campamento-  Campanario-  Candilejas-  Caño Prieto-  Corales el Peñon-  El Cacucho-  El Deseo-  El Jardin-  El Rayo-  El Tigre-  El Tor;5120;5
870;MUNICIPIO JENESANO;MUNICIPIO UMBITA;VÍA CHINAVITA-TIBANÁ-JENESANO;MPIO. NUEVO COLÓN Y UMBITA;Rural;Sin Informacion de Barrios;Batan- Carrizal-  Lavaderos-  Mangles-  Maranta-  Supaneca Abajo-  Zanja;15804;15
2549;LIMITE URBANO;LIMITE URBANO;KR 1;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;54172;54
3514;MPIO. SAN FCO. Y MOCOA;MUNICIPIO VILLAGARZÓN;MUNICIPIO VILLAGARZÓN;RÍO (PERMANENTE);Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;86760;86
647;QUEBRADA MEJIA;MUNICIPIO RÍO VIEJO;M. EL PEÑON Y REGIDOR;MPIO. BARRANCO DE LOBA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;13667;13
2791;RÍO (PERMANENTE);M. BOAVITA Y MACARAVITA;M. SAN MIGUEL Y MACARAVITA;M. COVARACHIA Y TIPACOQUE;Rural;Sin Informacion de Barrios;Bavatá- Buenavista-  Buraga-  La Carrera-  Limón Dulce-  LLano Grande-  Peña Lisa-  San Francisco-  Satova Abajo;68147;68
2835;LIMITE URBANO;CL 14;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Cabecera Municipal- Chonrriche-  El Río-  Herrerita-  Miraflores-  Montefrio;68167;68
933;MUNICIPIO BARBOSA;M. GACHANTIVAY STA SOFIA;MUNICIPIO PTE NACIONAL;VÍA BARBOSA - ARCABUCO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;15469;15
3602;MPIO. MAPIRIPANA Y CAÑO MOSQUITO;RÍO INÍRIDA;RÍO INÍRIDA;MUNICIPIO MAPIRIPANA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;94888;94
2896;CL 1;CL 4;KR 1;KR 9;Urbano;Sin Informacion de Barrios;Cabecera Municipal;68370;68
2827;CL 9;LIMITE URBANO;KR 3;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Cabecera Municipal;68217;68
2713;MUNICIPIO APÍA;MPIO. LA CELIA Y VÍA SANTUARIO-LA CELIA;MUNICIPIO APÍA;MPIO. PUEBLO RICO Y NOVITA;Rural;Sin Informacion de Barrios;Alta Esmeralda- Alto Baronal-  Alto Peña Blancas-  Baja Esmeralda-  Bajo Baronal-  Calichal-  Campamento-  CHorritos-  Cominal-  El Bosque-  El Brillante-  El Guanabano-  El Vergel-  La Bamba-  La Bretaña-  La Campana-  La Cristalina-  La Esperanza-  La L;66687;66
2866;CL 13;CL 2 SUR;LIMITE URBANO;KR 9;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;68211;68
1751;LIMITE URBANO;TV 2;A MELGAR;LIMITE URBANO;Urbano;Sin Informacion de Barrios;CENTRO- MELGAS;25168;25
2340;MUNICIPIO MERCADERES;VÍA TAMINANGO-LA UNIÓN;MUNICIPIO LA UNIÓN;MUNICIPIO TAMINANGO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;52687;52
2166;MAR CARIBE;VÍA SANTA MARTA-B/QUILLA.;MAR CARIBE Y MPIO. PUEBLOVIEJO;MUNICIPIO BARRANQUILLA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;47745;47
1971;LIMITE URBANO;CL 5 S;KR 2;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;41483;41
1249;MUNICIPIO SOTARÁ;MUNICIPIO LA SIERRA;MUNICIPIO SOTARÁ;VÍA TIMBÍO-PATÍA;Rural;Sin Informacion de Barrios;El Libano- El Marquez-  El porvenir-  El Ramal-  El Retiro-  El Sauce-  Gualoto-  La Florida-  La Laja-  La Soledad-  La Violeta-  Loma Grande-  Pan de Azucar-  Portachuelo;19622;19
440;CAÑO;MPIO. CANDELARIA;MUNICIPIO SALAMINA;MPIO. SABANALARGA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;8560;8
2846;MUNICIPIO SIMACOTA;M. CONTRATACIÓN Y GUADALUPE;M. GUAPOTÁ Y PAL. DEL SOCORRO;M. CONTRATA. Y STA. ELENA DEL OP.;Rural;Sin Informacion de Barrios;Altamira- El Cerro-  El Opón-  Guamal-  Helechal-  La Colorada-  La Esmeralda-  Palencia-  San Diego-  San Pascual;68176;68
1124;MUNICIPIO VALPARAISO;MPIO. PUERTO GUZMÁN;RÍO SOLITA;MUNICIPIO CURILLO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;18785;18
2979;VIA EL C. DE CHU.-ANGOS. DE A.;MUNICIPIO SIMACOTA;RÍO CASCAJALES;RÍO SUCIO;Rural;Sin Informacion de Barrios;Alto Cascajales- Alto Cirales-  Angosturas de Los Andes-  Bajo Cascajales-  Cirales-  El Centenario-  El Control-  El Líbano-  El Porvenir-  Filo de Oro-  Honduras Alto-  Honduras Bajo-  Islanda-  La Pitala-  Nueva Granada-  Río Sucio de Los Andes-  Villa;68235;68
40;MUNICIPIO BELLO;LÍMITE URBANO;LIMITE URBANO;QUEBRADA LA IGUANÁ;Rural;Monteclaro- Pajarito;Sin Informacion de Veredas;5001;5
525;AC JIMENEZ;CL  4;KR 4B E-  AK CIRCUNVALAR  Y  KR 3  E;AK  10;Urbano;Belén- Centro Administrativo- Egipto- La Catedral- La Concordia- Las Aguas- Parque Nacional Urbano- Santa Bárbara;Sin Informacion de Veredas;11001;11
471;AC 1;CL 20 S;LIMITE URBANO;AK 10;Urbano;Aguas Claras- Buenos Aires- Calvo Sur- El Triángulo- Hoya San Cristóbal- La María- Las Brisas- Los Laureles I- Modelo Sur- Molino Rural- Molinos de Oriente- Monte Carlo- Nariño Sur- Primero de Mayo- Quinta Ramos- San Cristóbal Sur- San Javier- Santa Ana S;Sin Informacion de Veredas;11001;11
1619;CL 7;CL 2 S;KR 3E;KR 11A;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;25322;25
394;KR  38;KR  15;CL  45 Y 47;CL  68;Urbano;Alfonso Lopez- Avenida de La Salud- El Carmen- El Recreo- El Valle- La Buena Esperanza- Loma Fresca- Los Andes- Los Pinos- Lucero- Nueva Granada- Pumarejo- San Isidro- Santo Domingo;Sin Informacion de Veredas;8001;8
674;MUNICIPIO RÍO VIEJO;MUNICIPIO PUERTO WILCHES Y SIMITÍ;MUNICIPIO GAMARRA;RÍO SIMITÍ Y DE MORALES;Rural;Sin Informacion de Barrios;Buena Vista- Los Peñones;13473;13
2624;M. SAN CALIXTO Y HACARÍ;MUNICIPIO ABREGO;MPIO. ABREGO Y HACARÍ;MUNICIPIO OCAÑA;Rural;Sin Informacion de Barrios;Alto El Buey- Alto Viejo-  Aratoque-  Aspasica-  Bajo Pávez-  Borra-  Borra Parte Baja-  Cabecera Municipal-  Carrizal-  Clavellino-  Corral Viejo-  Curasica-  El Guamal-  El Higuerón-  El Llanón-  El Pedregal-  El Tabacal-  El Tunal-  Esperancita-  Fátim;54398;54
611;MUNICIPIO SAN JACINTO;MPIO. OVEJAS Y CHALAN;VIA OVEJAS-EL CAR. DE BOLIVAR;MUNICIPIO SAN ONOFRE;Rural;Canta Gallo- La Ceiba- La Unión;Sin Informacion de Veredas;13244;13
2966;VIA PTO. BOYACA-SAN ALBERTO;MUNICIPIO BOLIVAR;RÍO CARARE;RÍO SAN JUAN;Rural;Sin Informacion de Barrios;De La Torre- San Juan;68190;68
3450;VÍA YOPAL-PORE Y MPIO. PORE;MPIO. SAN LUIS DE PALENQUE;M. SAN L. DE PALENQUE Y PORE;MUNICIPIO YOPAL;Rural;Sin Informacion de Barrios;Barquereña- Barquereña-  Barranquilla-  Brisas del Pauto-  Cañas-  Caño Hondo-  Caucho-  Cazadero-  Corea-  El Banco-  El Playón-  El Taladro-  El Verde-  Garrancho-  Gaviotas-  Guacharacas-  La Chaparrera-  Las Calles-  Los Jagueyes-  Macuco-  Matalarga-;85225;85
1252;MUNICIPIO CAJIBÍO;VÍA EL HATO-PANDIGUANDO;M- POPAYÁN Y TIMBÍO;VÍA PANDIGUANDO-LA ROMELIA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;19256;19
1011;M. PACORA- AGUADAS Y PENSILVANIA;MPIO. MARULANDA Y RÍO (PERMANENTE);MUNICIPIO PENSILVANIA;RÍO (PERMANENTE);Rural;Sin Informacion de Barrios;La Alejandría- La Brigada-  San Isidro;17653;17
521;AC  1;CL  22 S  Y  AK  27;AK  10;AU  SUR;Urbano;Caracas- Ciudad Berna- Ciudad Jardín Sur- Eduardo Frey- La Fragua- La Fraguita- La Hortúa- Policarpa- Restrepo- Restrepo Occidental- San Antonio- Santander- Santander Sur- Sena- Sevilla- Villa Mayor Oriental;Sin Informacion de Veredas;11001;11
2315;MUNICIPIO SAN BERNARDO;M. BUESACO Y EL TABLÓN DE GÓ.;MPIO. EL TABLÓN DE GÓMEZ;M. ARBOLEDA Y SAN PEDRO DE CARTAGO;Rural;Sin Informacion de Barrios;Alto de Las Estrellas- Belen-  Doña Juana-  El Socorro-  Guarangal-  La Primavera-  Los Yungas-  Plan Aradas-  San Bosco-  Tambo Alto-  Tambo Bajo;52019;52
2984;QUEBRADA LA GÓMEZ;MPIO. GIRÓN Y LEBRIJA;MUNICIPIO LEBRIJA;MUNICIPIO PUERTO WILCHES;Rural;Sin Informacion de Barrios;Aguas Claras- Almendro-  Bellavista-  Boca de La Tigra-  Canelo-  Caño Edén-  Caño Fieras-  Cristales La Ye-  Cruce Robledo-  Diamante-  Jazmín-  Kilómetro 36-  La Moneda-  La Raya-  La Retirada-  Llanogrande-  Mata de Piña-  Payoa Cinco-  Payoa Corazones;68655;68
927;MUNICIPIO MONIQUIRA;M. MOTAVITA Y CHIQUIZA;M. GAMBITA Y COMBITA;M. GACHANTIVA Y VILLA DE LEYVA;Rural;Sin Informacion de Barrios;Cabecera Municipal- Cabeceras-  Centro-  La Concepción-  Peñas Blancas;15051;15
949;VÍA SABOYA SUTAMARCHA;MUNICIPIO CHIQUINQUIRA;M. LINJACA SUTAMARCHAN;VÍA SABOYA - CHIQUINQUIRA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;15632;15
2449;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;52678;52
3632;MUNICIPIO PAPUNAUA;CAÑO PIRABOTÓN Y RÍO QUERARY;PAÍS BRASIL;MUNICIPIO PAPUNAUA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;97001;97
39;CL 120-121- Q. LA MONTAÑITA Y M. BELLO;CL 103E- KR 64C- CL 104- 104C Y KR 78;RIO MEDELLIN;KR 80;Urbano;Boyacá- Florencia- Héctor Abad Gómez- Las Brisas- Plaza de Ferias- Santander- Tejelo- Toscana;Sin Informacion de Veredas;5001;5
2818;RÍO (PERMANENTE) Y LIM. URB.;RÍO GUARE;MUNICIPIO SAN JOAQUÍN;M. SAN GIL Y VALLE DE SAN JOSE;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;68464;68
1135;MUNICIPIO ALBANIA;MUNICIPIO PUERTO GUZMÁN;MPIO. SOLITA Y VALPARAISO;M. PTO. GUZMÁN Y RÍO (PERMANENTE);Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;18205;18
1548;MUNICIPIO SUPATÁ Y PACHO;VIA EL ROSAL - ZIPAQUIRA;MUNICIPIO ZIPAQUIRA;M. SAN FCO. Y EL ROSAL;Rural;Sin Informacion de Barrios;ALTANIA- CASCAJAL-  EL CENTRO (LLANITOS)-  EL PARAMO-  EL TOBAL-  EL VALLE-  LA HONDURA TIBAGOTA-  LA LAJA-  LA YEGUERA-  LAJAS-  NEGRETE-  PANTANO DE ARCE-  SAN MIGUEL-  SANTA BARBARA-  TIBAGOTA-  TIBAGOTA-  TIBAGOTA;25769;25
1651;MUNICIPIO CHIPAQUE;M. GUTIERREZ Y BOGOTÁ D. C.;M. CÁQUEZA- FOSCA Y GUTIERREZ;M. CHIPAQUE Y BOGOTÁ D. C.;Rural;Sin Informacion de Barrios;Alto de La Cruz- Caraza-  Colorados-  EL HOYO-  La Palma-  LA RINCONADA-  Llano de Chipaque-  Mercadillo I-  Mercadillo II-  PLACITAS-  POTRERITOS-  Potrero Grande-  Querente-  RAMAL-  Siecha;25845;25
2810;MPIO. ARATOCA Y CEPITÁ;MPIO. MOGOTES Y SAN GIL;MUNICIPIO MOLAGAVITA;VIA SAN GIL-ARATOCA Y RÍO (PERMA.);Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;68229;68
713;LIMITE URBANO;AV CIRCUNVALAR;LIMITE URBANO;LIMITE URBANO;Urbano;Alcázares- Arauquita- Bavaria- Boyacá- Cargua- Centro- Colombia- Cándido Quintero- Cundinamarca- El Carmen- El Cogollo- El Recreo- La Fuente- La Gruta- La Milagrosa- La Tolosa- Las Américas- Las Delicias- Libertador- Los Héroes- Los Laureles- Manzanares-;Sin Informacion de Veredas;15238;15
3446;MUNICIPIO SÁCAMA;MUNICIPIO NUNCHÍA;MPIO. PORE Y PAZ DE ARIPORO;RÍO PAUTO Y Q/DA. AGUABLANCA;Rural;Sin Informacion de Barrios;Alto Tamuria- Barbacoas-  La Aguada-  La Jasse-  La Potosi-  Los Alpes-  Tamuria;85400;85
3454;MUNICIPIO TAME;MUNICIPIO PAZ DE ARIPORO;RÍO CHIRE Y CAÑO COBIJAS;M. SÁCAMA- TÁMARA Y PAZ DE ARIPO.;Rural;Sin Informacion de Barrios;Altamira- Alto Gracia-  Barranca-  Berlín-  Cabecera Municipal-  Camelias-  Candelaria Alta-  Cañadotes-  Casa Roja-  Chire-  Chorocito-  El Banco de Buenos Aires-  El Cedral-  El Cilantral-  El Oso-  El Porvenir-  El Sarrapio-  Elvecia Rincon-  Guayureme;85125;85
2240;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;50287;50
2075;ARROYO LA QUEBRADA Y EL CARACOLÍ;MPIO. SAN J. DEL CESAR Y PAÍS VENEZU.;MPIO. BARRANCAS Y PAÍS VENEZUELA;MPIO. DISTRACCIÓN Y SAN J. DEL CESAR;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;44279;44
764;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;15223;15
2092;MAR CARIBE;VÍA SANTA MARTA-RIOHACHA;VÍA CASA DE ALUMINIO-MAR CARIBE;RÍO ANCHO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;44090;44
1899;RÍO PERDIDO Y PAÍS PANAMÁ;MUNICIPIO UNGUÍA;MAR CARIBE;PAÍS PANAMÁ;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;27006;27
3350;M. ZARZAL Y LA TEBAIDA;VÍA CAICEDONONIA-PAILA ARRIBA;MUNICIPIO CAICEDONIA;M. ZARZAL Y BUGALAGRANDE;Rural;Sin Informacion de Barrios;Limones;76736;76
119;MUNICIPIO NECHI;RÍO;MPIO. MONTECRISTO;M. NECHI Y CAUCASIA;Rural;Sin Informacion de Barrios;Alto de Sabalito- Amaceri-  Arenales-  Baldíos Nacionales-  Bijagual-  Boca del Guamo-  Chirita-  El Castillo-  El Guachi-  El Guamo-  El Oso-  El Pital-  La Aduana-  La Arenosa-  La Bamba-  La Corona-  La Esperanza-  La Llana-  La Primavera-  La Rica-  L;5250;5
1934;MUNICIPIO NEIVA;MUNICIPIO TERUEL;VÍA TERUEL-PALERMO-LOMA LA BUITRERA;MPIO. SANTA MARIA;Rural;Sin Informacion de Barrios;ALELUYAS- ALTO SAN PEDRO-  BUENOS AIRES-  DIAMANTE-  DORADO-  EL VERGEL-  La Libertad-  LA LUPA-  LINDOSA-  NILO-  Pinuelo-  PIRAVANTE-  SAN PEDRO-  URRIAGA-  VERSALLES;41524;41
1422;CL 32;CL 1;LIMITE URBANO;LIMITE URBANO;Urbano;25 de Agosto- Alto Kennedy- Alto Prado- Altos del Píropo (Etapa 1)- Arenal- Bajo Kennedy- Buenaventura- Cascajal- El Centro- El Progreso- Finzenú- Islas Margaritas- Jesus M. Lugo- La Esmeralda- La Esperanza- La Gloria- Las Colinas- Las Delicias- Los Alpes;Sin Informacion de Veredas;23417;23
